|name_job|type_busy|qualification|location|federalDistrictCode|skills|salary_min|salary_max|salary_stat_mean
224|data analyst|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Google Sheets,AI,ETL,Pandas,Google Tag Manager,App,Google Cloud,Albato,BigQuery,well,Garpun,JetStat,Web,being,AppsFlayer,net,Google Analytics,Google Data Studio,Google BigQuery,performance review,Amplitude,Python,SQL,UX,YouTalk,ML|100000.0|100000.0|108900
225|аналитик системы мониторинга|full-time|middle|n o t l o c a t i o n|Not_cod|IT,HH,ITIL,Outlines Tech,Forbes|200000.0|200000.0|108900
226|бизнес аналитик|remote|junior|м о с к в а|1.0|Superset,Appsflyer,Windows,QlikSense,Mixpanel,QlikView,Firebase,Datalens,Tableau,MySQL,Excel,Vertica,Hadoop,Google Analytics,SQL Server,Google Data Studio,Google BigQuery,Power BI,Amplitude,SQL,Python,Task agency,Oracle,AppMetrica,Mac,Postgres|285000.0|285000.0|104400
227|data scientist|full-time|Not_qualification|м о с к в а|1.0|PyCharm,git,FinTech,Python,SQL,CRM|240000.0|290000.0|104400
228|middle product analyst|remote|middle|n o t l o c a t i o n|Not_cod|eComm,www,PowerBI,BigQuery,web,commerce,com,Product Analyst,PostgreSQL,DataStudio,ru,luxury,SQL,Python,Telegram,tech,https,fashion,MSSQL,mobile|200000.0|200000.0|108900
229|бизнес аналитик|remote|Not_qualification|м о с к в а|1.0|SQL,Task agency,Python,Excel|285.0|285000.0|104400
230|старший менеджер по аналитике|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Hyperion,OLAP,Digital,Power Pivot,DMP,SQL,Python,IT,MS Excel,MS Office,MS Power Point,Hadoop|175.0|175000.0|108900
231|data analyst|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Google Sheets,AI,ETL,Pandas,Google Tag Manager,App,Google Cloud,Albato,BigQuery,well,Garpun,JetStat,Web,being,AppsFlayer,net,Google Analytics,Google Data Studio,Google BigQuery,performance review,Amplitude,Python,SQL,UX,YouTalk,ML|100000.0|100000.0|108900
232|data scientist|remote|middle|м о с к в а|1.0|in,Spark,Next Best Action,classic ML cls,Impala,DL,www,core,BD,Data Science,BA,MLOps,Uplift evaluating,linkedin,com,BB,Prod,Hadoop,learning,ru,Propensity scoring,Python,SQL,https,Research,ML,BC,Hive,Active Learning,kuber,DE|300000.0|400000.0|104400
233|middle php разработчик|full-time|middle|м о с к в а|1.0|Unit,PHP,PSR,SQL,Dry,SOLID,DWH,EGGHEADS,unit,code review,ClickHouse,MySql,Kiss|200000.0|230000.0|104400
234|bi analyst|full-time|Not_qualification|м о с к в а|1.0|net,Superset,HTML,CSS,SQL,me,UX,BI,Telegram,UI,https|20000.0|130000.0|104400
235|системный аналитик|remote|middle|н и ж е г о р о д с к а я о б л а с т ь|4.0|Confluence,Jira,SOAP,XML,ERP,Riverstart,LMS,SQL,REST,XSD,JSON,CRM|160000.0|200000.0|111000
236|ml engineer|remote|middle|n o t l o c a t i o n|Not_cod|Mathematical background,Pandas,Our expectations,Fluent in English,Transformers,Competitive salary,Pytorch,Level Work format,Vacancy,Responsibilities,Sklearn,BitBucket,CI,Official employment,Docker,Git,Requirements,Django,Company,Conditions,PostgreSQL,Understanding of CI,Python,SQL,CD processes,Mad Devs Salary,CD,dollar,DevOps work together|200000.0|300000.0|108900
237|lead data analyst|full-time|senior|м о с к в а|1.0|ad,Ad hoc,ru,SQL,me,https,hoc|240000.0|240000.0|104400
238|продуктовый аналитик|full-time|junior|м о с к в а|1.0|net,HR BP,Tableau,Superjob,NumPy,SciPy,Matplotlib,Pandas,IT,Python,SQL,HRTech,telegram,SuperJob,BI,ClickHouse|200000.0|200000.0|104400
239|data analyst|remote|Not_qualification|м о с к в а|1.0|DataLens,Superset,bash,Ubuntu,Tableau,pandas,Apache Airflow,PostgreSQL,Power BI,git,SQL,Python,Linux,BI,Visiology,Debian,UNION,BI Apache Superset,IT,CentOS,JOIN|150000.0|150000.0|104400
240|ведущий java разработчик|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Nexus,core,Java,Confluence,Jenkins,Jira,BitBucket,Spring,data,Scrum,Kubernetes,Skillbox,BPM,MongoDB,Quarkus JPA,Agile,docker|300000.0|300000.0|108900
241|middle senior php laravel|full-time|middle|n o t l o c a t i o n|Not_cod|Laravel,PHP Laravel,gle,DevOps,PHP,forms,CI,Kuber,Docker,CD,https,AWS|200000.0|300000.0|108900
242|программист с|full-time|middle|м о с к в а|1.0|HHru,API,ru,time|200000.0|200000.0|104400
243| продуктовый аналитик|remote|middle|n o t l o c a t i o n|Not_cod|Power BI,SQL,Python,it,BI,Top Selection|280000.0|340000.0|108900
244|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,DWH,me,Data Platform,https|150000.0|400000.0|108900
245|бизнес аналитик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|SQL,Task agency,Python,Excel|285000.0|285000.0|108900
246|data engineer|full-time|senior|n o t l o c a t i o n|Not_cod|ETL,org,Airflow,DWH,me,Kafka,https,ClickHouse|400000.0|600000.0|108900
247|главный системный аналитик|full-time|senior|с а н к т п е т е р б у р г|2.0|SQL,Task agency|450000.0|450000.0|105200
248|разработчик bi|remote|middle|с а н к т п е т е р б у р г|2.0|FineBI,BI,Visiology,ClickHouse|180000.0|220000.0|105200
249|data scientist|full-time|Not_qualification|м о с к в а|1.0|PyCharm,git,FinTech,SQL,Python,CRM|240000.0|320000.0|104400
250|bi analyst|full-time|junior|м о с к в а|1.0|excel,BI,FineBI|150000.0|150000.0|104400
251|devops|full-time|middle|м о с к в а|1.0|iFORA,prometheus,zabbix,youtrack,cloud,ansible,Devops,terraform,Go,jenkins,full time,jupyter,rabbitmq,python,Swarm,Ska vi fika,CI,gitlab,Docker,SSL,Ansible,data,sonarqube,AaaC,nginx,Terraform,ru,Python,CD pipelines,shell,grafana,https,nexus,postgres,data analytics,postgresql,on,clickhouse,airflow,spark,VK Cloud,docker|350000.0|350000.0|104400
252|data engineer|full-time|senior|n o t l o c a t i o n|Not_cod|in,ArtWorkout Limited,ETL,Superset,Typescript,Docker compose Linux,push,Jupyter Notebook,Javascript,API,CI,me,Git,retention,gle,Kubernetes,Bash,https,Growthbook,Duolingo,iPad,ChatGPT,forms,ArtWorkout|400000.0|600000.0|108900
253|bi developer|full-time|middle|м о с к в а|1.0|Confluence,PostgreSQL,Power BI,DAX,PQ,power BI,IT,BI,My SQL,ClickHouse|200000.0|200000.0|104400
254|senior full stack php разработчик|full-time|senior|n o t l o c a t i o n|Not_cod|Laravel,HTML,Full Stack PHP,git,CSS,MySQL,SQL,Java Script,Less,backend|330000.0|400000.0|108900
255|бизнес аналитик|remote|Not_qualification|м о с к в а|1.0|SQL,Task agency,Python,Excel|285000.0|285000.0|104400
256|machine learning engineer|remote|Not_qualification|n o t l o c a t i o n|Not_cod|RAG,LLM,DL,scipy,TensorFlow,API,Novelect,pandas,learn,Keras,PyTorch,langchain,numpy,Pipeline,NLP,Python,ML,GPT,scikit,llamaIndex,Caffe|120000.0|180000.0|108900
257|продуктовый бизнес аналитик|remote|junior|м о с к в а|1.0|Superset,Appsflyer,Qlik Sense,Windows,Mixpanel,QlikView,Firebase,Datalens,Tableau,MySQL,me,Vertica,Hadoop,Google Analytics,SQL Server,Google Data Studio,Google BigQuery,Power BI,Amplitude,SQL,Product analyst,Python,Telegram,Task agency,Oracle,AppMetrica,Mac,Postgres|285000.0|285000.0|104400
258|product analyst|remote|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Sprinklr,Brand Analytics,Usedesk,Gravity,digital,ORM,Product Analyst|100000.0|130000.0|109300
259|системный  бизнес аналитик|full-time|middle|р е с п у б л и к а т ы в а|6.0|XML,cv,API,IT,UML,CMS,JSON,BPMN,NET,rub|200000.0|250000.0|104200
260|ml специалист в проекте на базе ии|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Deep Learning,ML,API,Python,GOST Agency|200000.0|350000.0|108900
261|разработчик c с embedded background|full-time|middle|n o t l o c a t i o n|Not_cod|Cryptography,blockchain,DeFi,Make,MCU,MPU,cmake,UX,UI,RTOS|300000.0|400000.0|108900
262|data scientist|remote|Not_qualification|м о с к в а|1.0|MSSQL,PostgreSQL,Data Science,ETL,Oracle,FinTech,SQL,Python,airflow,grafana,Git,docker|200.0|350000.0|104400
263|senior developer|full-time|senior|м о с к в а|1.0|Tech,Data Science,Computer Vision,developer,AWS,IT,Python,Linux,Clickhouse,Docker,Git,Pawlin Technologies|200000.0|400000.0|104400
264|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|ru,DFD,Microsoft Visio,BPMN|120000.0|170000.0|104400
265|продуктовый бизнес аналитик|full-time|senior|м о с к в а|1.0|Superset,Qlik Sense,Windows,Mixpanel,QlikView,Firebase,IS,Datalens,Tableau,TO,MySQL,me,Vertica,BE,Google Analytics,SQL Server,Google BigQuery,Power BI,Amplitude,SQL,App Metrica,AS,Telegram,Task agency,Oracle,Mac,Postgres|385000.0|385000.0|104400
266|data analyst|full-time|middle|n o t l o c a t i o n|Not_cod|pyspark,Superset,Spark,ETL,commerce,Vertica,Hadoop,net,vertica,Python,sql,grafana,BI,Airflow,postgresql,clickhouse,airflow,Clickhouse,Ozon Tech|285000.0|285000.0|108900
267|product manager|full-time|middle|с а н к т п е т е р б у р г|2.0|job,MusicLab,CLTV,JTBD,www,Kaizen,Lean Canvas,AARRR,TAM,CR,SWOT,hhtmFrom,Unit,YouTube,ARPU,Value Proposition,hard,PnL,vacancy,com,Porter,net,Scrum,soft,ru,Product Manager,UniPage,https,Benchmarking,SOM,CAC,Business Model Canvas,NewGen Vision,hh,Kano,SAM,Agile|120000.0|120000.0|105200
268|аналитик power bi|full-time|junior|n o t l o c a t i o n|Not_cod|gross,Power Query,Power BI,SQL,HR,BI,Excel,excel|95000.0|95000.0|108900
269|marketing product manager|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Scrum,Paynocchio,HR,Agile,com,https,Marketing Product Manager|300000.0|300000.0|108900
270|data analyst|full-time|middle|м о с к в а|1.0|pyspark,Superset,Spark,ETL,commerce,Vertica,Hadoop,net,vertica,Python,sql,grafana,BI,Airflow,postgresql,clickhouse,airflow,Clickhouse,Ozon Tech|285000.0|285000.0|104400
271|ml engineer|remote|middle|n o t l o c a t i o n|Not_cod|Deep Learning,PyTorch,NLP,NumPy,Scikit,Pandas,Python,me,CV,learn,TensorFlow|200000.0|300000.0|108900
272|пресейл бизнес аналитик|full-time|middle|м о с к в а|1.0|SAS,Tableau,Power BI,PolyAnalyst,IT,commerce,BI,Qlik,Deloitte|160000.0|160000.0|104400
273|product analyst|remote|junior|м о с к в а|1.0|Superset,Appsflyer,Qlik Sense,Windows,Mixpanel,QlikView,Firebase,Datalens,Tableau,MySQL,me,Vertica,Hadoop,Google Analytics,SQL Server,Google Data Studio,Google BigQuery,Power BI,Amplitude,SQL,Product analyst,Python,Telegram,Task agency,Oracle,AppMetrica,Mac,Postgres|174000.0|174000.0|104400
274|computer vision engineer|full-time|senior|n o t l o c a t i o n|Not_cod|Nerf,Stable Diffusion,CI,CEO,ICCV,Dreambooth,PyTorch,Scrum,Kaggle,GAN,HR,iOS,Deforum,Stable Diffusion Pipelines,ML,CoreML,CVPR,GANs,GitHub,etc|600000.0|600000.0|108900
275|product analyst|remote|junior|м о с к в а|1.0|Superset,Appsflyer,Qlik Sense,Windows,Mixpanel,QlikView,Firebase,Datalens,Tableau,MySQL,me,Vertica,Hadoop,Google Analytics,SQL Server,Google Data Studio,Google BigQuery,Power BI,Amplitude,SQL,Product analyst,Python,Telegram,Task agency,Oracle,AppMetrica,Mac,Postgres|174000.0|174000.0|104400
276|data scientist|full-time|middle|n o t l o c a t i o n|Not_cod|ETL,Computer Vision,Spark,CV,full time,Java,Data Science,NEOFLEX,me,Docker,Hadoop,net,PyTorch,NumPy,Kubernetes,Python,HR,https,HelenaList,NeofleX,Scikit Learn|200000.0|350000.0|108900
277|data analyst|remote|Not_qualification|м о с к в а|1.0|DataLens,Superset,bash,Ubuntu,Tableau,pandas,Apache Airflow,PostgreSQL,Power BI,git,SQL,Python,Linux,BI,Visiology,Debian,UNION,BI Apache Superset,IT,CentOS,JOIN|150000.0|300000.0|104400
278|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,Clickhouse,me,Data Platform,https|150000.0|400000.0|108900
279|data analyst|full-time|middle|n o t l o c a t i o n|Not_cod|ELT,Oracle Golden Gate,SAS Data Management,Nifi,ETL,API,Informatica PowerCenter,Oracle,IT,SQL,Kafka,Teradata,Top Selection|280000.0|300000.0|108900
280|аналитик данных|remote|senior|м о с к в а|1.0|PySpark,Data Vault,Oracle,SQL,Python,DWH,GAP,Apache Spark|250000.0|380000.0|104400
281|data analyst|full-time|senior|n o t l o c a t i o n|Not_cod|Proficiency in Python,Salary budget,Form of work,ETL tools,advantage,We,visualisation libs,Product Analyst,from,and keep innovating,Plan,You will,ing,Astromer,Muse Group,Airflow,execute,Employment,Clickhouse,etc|3500.0|3500.0|108900
282|аналитик|full-time|middle|м о с к в а|1.0|AI,Superset,Spark,Cloud,IaaS,DWH,Data Platform,Data Quality,Upper Intermediate,Datalens,PaaS,Qlik,gRPC,Data Governance,Power BI,ru,SQL,Python,REST,Hard skills,BI,ML,Data,Customer Journey Map,IT,SaaS|250000.0|250000.0|104400
283|оплачиваемой стажировке от втб по направлению аналитика|internship|junior|n o t l o c a t i o n|Not_cod|Big Data|90000.0|90000.0|108900
284|data analyst|full-time|middle|м о с к в а|1.0|ELT,Oracle Golden Gate,SAS Data Management,Nifi,ETL,Informatica Power Center,API,Informatica PowerCenter,Oracle,MySQL,SQL,Kafka,Teradata,Top Selection,I  I|1500.0|1800.0|104400
285|data scientist|full-time|middle|n o t l o c a t i o n|Not_cod|net,PyTorch,Jenkins,rabbitmq,NLP,Data Science,NumPy,kafka,Kaggle,Boosters,IT,Python,pro,GitLab,sklearn,TensorFlow|250000.0|350000.0|108900
286|аналитик dwh|full-time|senior|м о с к в а|1.0|Xfit,ETL,SQL,TG,DWH,Skyeng|260000.0|410000.0|104400
287|data scientist|remote|junior|р е с п у б л и к а т ы в а|6.0|in,XGBoost,DL,www,MVP,python,Data Science,linkedin,ml,com,Prod,pandas,pytorch,LightGBM,mac,NLP,CatBoost,numpy,git,ru,sql,HRTech,MacBook Pro,https,Research,ML,sklearn,GPU,docker|200000.0|300000.0|104200
288|продуктовый аналитик мобильного приложения|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Green Wave Palace,commerce|700.0|1200.0|108900
289|data scientist|full-time|senior|м о с к в а|1.0|Random Forest,http,Supply Chain,Pandas,Gradient boosting,XGBoost,Pytorch,CI,Scikit,learn,OP,PySpark,NumPy,ru,Python,SQL,CD,ML,Jume,ARIMAX|250000.0|350000.0|104400
290|продуктового аналитика|remote|middle|n o t l o c a t i o n|Not_cod|ML,PostgreSQL,Google Analytics,Tableau,web,Group,Python,SQL,HR,Wiam group,BI,Google Tag Manager,data|200000.0|350000.0|108900
291|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,DWH,Clickhouse,Data Platform,me,https|150000.0|400000.0|108900
292|продуктовый аналитик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|SQL,mobile,web|300000.0|300000.0|108900
293|middle cv исследователь|full-time|junior|м о с к в а|1.0|tensorflow,VisionLabs,gross,ML,Computer Vision,Python,pipeline,DL,CV,pytorch,etc|125000.0|200000.0|104400
294|ml разработчик|full-time|middle|n o t l o c a t i o n|Not_cod|Open AI API,Go,Java,python,MySQL,BrainShells,Docker,pandas,asyncio,pytorch,deep learning,keras,postgreSQL,Python,pytest,tensorflow,ML,redis,sklearn,Hugging face|400000.0|500000.0|108900
295|аналитик dwh|remote|senior|n o t l o c a t i o n|Not_cod|PostgreSQL,ETL,Greenplum,Data Vault,Oracle,SQL,DWH,me,Smartbrainio,https,Hadoop,MS SQL|300000.0|400000.0|108900
296|data engineer|full-time|senior|м о с к в а|1.0|Superset,DWH,PowerBI,Tableau,me,com,data,PostgreSQL,Greenplum,git,Python,SQL,Linux,csv,https,Amazon,Airflow,DataLake,IT,Clickhouse,Kafka|250000.0|250000.0|104400
297|продуктовый аналитик|full-time|Not_qualification|м о с к в а|1.0|gross,PowerBI,Tableau,Power BI,Pandas,IT,SQL,Python,Numpy,it,ARPC,ClickHouse,Hadoop|250000.0|450000.0|104400
298|middle mle|remote|middle|с а н к т п е т е р б у р г|2.0|MLE,in,MLE etc,LinkedIn,PDP,www,Transformers,habr,core,Data Science,production,linkedin,Prod vs,vk,com,Prod,LSTM,articles,ru,Python,NLP Research,companies,https,FullStack DS,Research,ML,mail,VK,etc|200000.0|300000.0|105200
299|senior java разработчики|full-time|middle|n o t l o c a t i o n|Not_cod|net,Data,Openshift,fintech,Gitlab,Kubernetes,Core,CI,City,Security,Kafka,CD,Boot,Spring,Java|215000.0|300000.0|108900
300|data engineer|full-time|senior|м о с к в а|1.0|ELT,gross,PostgreSQL,dwh,ETL,Airflow nifi,DWH developer,MsSQl,DWH,data science|380.0|450000.0|104400
301|dataops|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Data Science,CI,OpenShift,Hadoop,Terraform,Data Analytics,DS,NoSQL,Kubernetes,Python,CD,ing,ML,DA,DataOps,Airflow,IT,Clickhouse,DE|300000.0|420000.0|108900
302|junior исследователь|full-time|junior|м о с к в а|1.0|tensorflow,VisionLabs,Python,video analytics,object detection,CV,pytorch,etc|117000.0|193000.0|104400
303|devops engineer|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|AlerManager,Rabbitmq,Vault,Cloud,Frontend,Go,Grafana,CV,Kaniko,Ubuntu,Databases,Logs aggregation,MQ,CI,Platform,Secrets,ELK,IAC,Git,rub,GitLab,Ansible,Filebeat,PostgreSQL,Terraform,EKS,DS,DevOps,Monitoring,Python,MongoDB,Linux,shell,iOS,CD,RDS PostgreSQL,Helm,ML,Angular,Prometheus,DevOps Engineer,PagerDuty,Backend,AWS EKS,Mobile,Android,Clickhouse,Redis,AWS,SSR|350000.0|500000.0|108900
304|старший продуктовый аналитик|remote|senior|м о с к в а|1.0|Go Practice,Tableau,Metabase,SQL,Python,Vertica,ClickHouse,Dashboards|300000.0|390000.0|104400
305|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,SQL,Python,it,DWH,www,me,Data Platform,https|150000.0|400000.0|108900
306|старший специалист сопровождения моделей машинного обучения mlops|remote|middle|м о с к в а|1.0|Arflow,Cv,MLOps,Python,MLflow,IT,Hodoop,Bell integrator|270000.0|300000.0|104400
307|системный аналитик bi|remote|middle|n o t l o c a t i o n|Not_cod|soft,ETL,hh,ru,vacancy,DWH,skills,BI,https|180000.0|200000.0|108900
308|рнр|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Symfony,PostgreSQL,RabbitMQ,PHP,REST API,MySQL,IT,Git,GitLab,Telegram|180000.0|320000.0|108900
309|devops|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|Sick,elasticsearch,GitLab CI,Grafana,VPN,Zabbix,CI,me,CRM,Ansible,PostgreSQL,Estelink,Terraform,ERP,RabbitMQ,DevOps,Kubernetes,MongoDB,Linux,HashiCorp Consul,CD,https,Helm,Prometheus,Traefik,IT,Redis|150000.0|400000.0|105200
310|ml engineer|full-time|senior|n o t l o c a t i o n|Not_cod|ECCV,Gradient,Computer Vision,opencv,TFlite,Pytorch,torchscript,Deep Learning,ICML,github,ICLR,arxiv,Best of,server,Persona,CV Engineer,face beautification,ICCV,numpy,NIPS,ML,Apple Persona,CoreML,CVPR,production ready GAN,mobile,SOTA Computer Vision|450000.0|450000.0|108900
311|devops инженер|full-time|middle|м о с к о в с к а я о б л а с т ь|1.0|Zabbix,Prometheus,DevOps,Shell,Kubernetes,ru,IT,Linux,Docker,Grafana,Git,https,GitLab,Ansible,Bash|180000.0|280000.0|109300
312|data scientist|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|net,NLP,DUC technologies,Salary,IT|170000.0|250000.0|108900
313|bi team lead|remote|senior|n o t l o c a t i o n|Not_cod|IT,MS Power BI,BI|420000.0|420000.0|108900
314|системный аналитик|full-time|middle|м о с к в а|1.0|gross,Feature review,EPC,REST,BPMN|260000.0|260000.0|104400
315|преподаватели по курсу продуктовая аналитика|part-time|middle|n o t l o c a t i o n|Not_cod|Tableau,Python,analytics,it,CET,ITCH|2500.0|2500.0|108900
316|product analyst|full-time|Not_qualification|м о с к в а|1.0|Star,Olgavborr,Python,Product analyst,SQL,me,Staff,https|250000.0|350000.0|104400
317|ux исследователь|full-time|Not_qualification|п е р м с к и й к р а й|4.0|net,miro,Eqvanta,hh,Discovery,ru,vacancy,UX,jira,https|350000.0|350000.0|110800
318|дата аналитик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|Google Sheets,ETL,Pandas,Google Tag Manager,App,Albato,Google Cloud,BigQuery,Garpun,JetStat,Web,AppsFlayer,Google Analytics,Google Data Studio,Google BigQuery,performance review,Amplitude,Python,SQL,UX,YouTalk|100000.0|150000.0|108900
319|преподаватель онлайн курса mlops|part-time|Not_qualification|n o t l o c a t i o n|Not_cod|MLOps,IT,OTUS,zoom c|300000.0|400000.0|108900
320|системный аналитик middle|remote|middle|р е с п у б л и к а т ы в а|6.0|PostgreSQL,BPMN,CJM,Oracle,SQL,Use Cases,EPC,confluence,Kafka,UML,Git,MS SQL,Top Selection,ClickHouse,User Story Map,User Story|1200.0|1200.0|104200
321|tech lead|full-time|senior|n o t l o c a t i o n|Not_cod|js,Tech,notion,WMS,postgres,Node,DEEL,Senor,https,site,docker|400000.0|470000.0|108900
322|data analyst|full-time|middle|я р о с л а в с к а я о б л а с т ь|1.0|ML,python,Greenplum,Power BI,ru,Raft,SQL,BI,https|200000.0|300000.0|111500
323|data scientist|full-time|middle|м о с к в а|1.0|Transformer,Pandas,Human Activity Recognition,Solut,Deep Learning,Confluence,Jira,Metabase,feature engineering,XGBOOST,production,Scikit,Catboost,Git,learn,LSTM,Jupyter Lab,net,PyTorch,LightGBM,RNN,Notebook,DS,Python,SQL,Numpy,Linux,ML,MLFlow|150000.0|150000.0|104400
324|data engineer|remote|senior|n o t l o c a t i o n|Not_cod|CDK,Spark,Victoria,Data Platform,io,API,com,Docker,s Secret,Target,GOAT,Python,SQL,Petco,https,ML,Sephora,Databricks,AWS|90000.0|110000.0|108900
325|аналитик с|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|app,io,ERP,vacancies,me,https|150000.0|200000.0|105200
326|стажер data science|internship|junior|м о с к в а|1.0|Level Up,gross,Data Science,GPB,vk,cvTdzp,https|67000.0|67000.0|104400
327|продуктовый аналитик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|mobile,web,http,SQL,me,Vitalii|300000.0|300000.0|108900
328|data engineerdata scientist|full-time|junior|n o t l o c a t i o n|Not_cod|hadoop,Data,MapReduce,python,must have,SQL,DWH,SCD,data science|60000.0|90000.0|108900
329|data analyst|full-time|Not_qualification|м о с к в а|1.0|Data Science,Oracle Pl,Data Analytics,PL,FinTech,Oracle,SQL,MS Excel,MS Office,linux|100.0|120000.0|104400
330|data scientist|remote|middle|n o t l o c a t i o n|Not_cod|ML,PyTorch,NLP,numpy,Spark,ru,Python,catboost,IT,www,CV,pandas,sklearn,https,TensorFlow,data science,Hadoop|200000.0|200000.0|108900
331|bi аналитик|part-time|senior|n o t l o c a t i o n|Not_cod|PBI,DAX,RLS,Oracle,IT,SQL,DirectQuery,Import,BI,Top Selection,ODAC|1700.0|2100.0|108900
332|специалист data science|full-time|junior|м о с к в а|1.0|Computer Vision,Pandas,DL,CV,Data Science,SOTA,TensorRT,Docker,CRM,PyTorch,deep learning,DS,NumPy,Nvidia CUDA,Kubernetes,computer vision,Python,SQL,BI,OpenCV,ML,Full time,BND,Business Intelligence|80000.0|80000.0|104400
333|позиция|remote|middle|n o t l o c a t i o n|Not_cod|gross,in,Intel Xeon,Spark,Group,www,MVP,Research ad,research,core,ad,Data Science,linkedin,product owner,NSM,com,Prod,Hadoop,prod,Prime,performance review,DS,Python,SQL,Dell,https,Macbook Pro,hoc,Research,ML,DA,Hive,IT|250000.0|400000.0|108900
334|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,Clickhouse,me,Data Platform,https|150000.0|400000.0|108900
335|ведущий аналитик данных|full-time|Not_qualification|м о с к в а|1.0|Extract,ETL,Transform,OLAP,Load,Talend,Informatica,DWH,SSIS,Online Analytical Processing,Data Warehousing|300000.0|300000.0|104400
336|ведущий аналитик данных|full-time|middle|м о с к в а|1.0|Extract,ETL,Transform,OLAP,Load,Talend,Informatica,DWH,SSIS,Online Analytical Processing,Data Warehousing|250000.0|300000.0|104400
337|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|ETL,Greenplum,SQL,Python,Clickhouse,Data Platform|150000.0|400000.0|108900
338|data engineer|full-time|senior|с а н к т п е т е р б у р г|2.0|ETL,NoSQL,DIY,Kubernetes,Data lake,SQL,DWH,Kafka,Java,ClickHouse,backend|400000.0|450000.0|105200
339|ведущий аналитик данных|full-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Extract,ETL,Transform,OLAP,Load,Talend,Informatica,DWH,SSIS,Online Analytical Processing,Data Warehousing|250000.0|300000.0|109300
340|deep learning engineer|full-time|senior|в о р о н е ж с к а я о б л а с т ь|1.0|Machine Learning,Sociohub,collection,DL,bash,Deep Learning,Data Science,linux,pytorch,Python,aws,devops,ML,yandex cloud,Net,docker|280000.0|450000.0|109300
341|marketing analyst|full-time|middle|n o t l o c a t i o n|Not_cod|Zapier,API Facebook,CPO,ARPPU,BigQuery,Tableau,Product,ARPU,com,CPC,Google Analytics,Facebook Ads,Power BI,SQL,Python,Google Ads,telegram,BI,Marketing Analyst,CAC,TikTok API,DataBox,CPA,Klipfolio|150000.0|170000.0|108900
342|аналитик данных|full-time|Not_qualification|м о с к в а|1.0|Microsoft Office,ML,DAX,hoc,Churn Rate,SQL,Python,Ad,unit,day off,Retention Rate,LTV|180000.0|180000.0|104400
343|продуктовый аналитик|full-time|Not_qualification|м о с к в а|1.0|SuperSet,gross,MixPanel,ETL,mobile,web,Amplitude,SQL,adhoc,Python,AppMetrica,Adjust,BI,GA,AppsFlyer|250000.0|250000.0|104400
344|data engineer|temporary|middle|n o t l o c a t i o n|Not_cod|Azure Databricks,Superset,Spark,Data Vault,Spark Streaming,Dodo,Event Hub,Structured Streaming,Java,python,Scala,data,Kusto,Python,it,Delta Lake,debezium,databricks,Kafka,Spark SQL,Dodo Engineering|350000.0|500000.0|108900
345|системный аналитик|remote|junior|n o t l o c a t i o n|Not_cod|json,CASE,xml,swagger,WINFOX,postman,SQL,BPMN|60000.0|80000.0|108900
346|аналитик dwh|remote|senior|n o t l o c a t i o n|Not_cod|gross,ETL,Data Vault,DWH,SAS Enterprise Guide,io,Big Data,Hadoop,PostgreSQL,MPP,Greenplum,SQL,MS SQL,Oracle,IT,Hive,Smartbrain,SAS DI|300000.0|400000.0|108900
347|senior product analyst|remote|middle|с а н к т п е т е р б у р г|2.0|ETL,product analyst,amplitude,PHP,Pentaho DI,MySQL,rub,excel,SQL,Python,grafana,Ad,google analytics,FS Play,hoc,KPI,google,yandex,ClickHouse|250000.0|350000.0|105200
